id,timestamp,market_ticker,platform,market_type,event_slug,direction,entry_price,size,model_probability,market_price_at_entry,edge_at_entry,settled,settlement_time,settlement_value,result,pnl
13,2026-04-27 04:06:22,2082904,polymarket,btc,btc-updown-5m-1777263300,down,0.495000,75.000000,0.417757,0.505000,0.087243,True,2026-04-27 04:22:29,0.000000,win,37.880000
14,2026-04-27 04:55:30,2083370,polymarket,btc,btc-updown-5m-1777266000,down,0.495000,75.000000,0.421334,0.505000,0.083666,True,2026-04-27 05:08:28,0.000000,win,37.880000
15,2026-04-27 04:55:30,2083404,polymarket,btc,btc-updown-5m-1777266300,down,0.495000,75.000000,0.421334,0.505000,0.083666,True,2026-04-27 05:12:28,0.000000,win,37.880000
16,2026-04-27 05:04:29,2083410,polymarket,btc,btc-updown-5m-1777266600,down,0.495000,75.000000,0.417904,0.505000,0.087096,True,2026-04-27 15:49:26,0.000000,win,37.880000
17,2026-04-27 05:05:30,2083424,polymarket,btc,btc-updown-5m-1777266900,down,0.495000,75.000000,0.417726,0.505000,0.087274,True,2026-04-27 15:49:26,0.000000,win,37.880000
18,2026-04-27 05:12:29,2083432,polymarket,btc,btc-updown-5m-1777267200,down,0.495000,75.000000,0.424700,0.505000,0.080300,True,2026-04-27 15:49:26,0.000000,win,37.880000
19,2026-04-27 15:50:27,2087001,polymarket,btc,btc-updown-5m-1777305600,down,0.495000,75.000000,0.422195,0.505000,0.082805,True,2026-04-27 16:09:26,0.000000,win,37.880000
20,2026-04-27 15:50:27,2087025,polymarket,btc,btc-updown-5m-1777305900,down,0.495000,75.000000,0.422195,0.505000,0.082805,True,2026-04-27 16:15:26,0.000000,win,37.880000
21,2026-04-27 16:00:27,2087060,polymarket,btc,btc-updown-5m-1777306200,down,0.495000,75.000000,0.405896,0.505000,0.099104,True,2026-04-27 16:21:26,1.000000,loss,-37.120000
22,2026-04-27 16:11:27,2087071,polymarket,btc,btc-updown-5m-1777306500,down,0.495000,75.000000,0.413915,0.505000,0.091085,True,2026-04-27 16:27:26,1.000000,loss,-37.120000
23,2026-04-27 16:11:27,2087084,polymarket,btc,btc-updown-5m-1777306800,down,0.495000,75.000000,0.413915,0.505000,0.091085,True,2026-04-27 16:31:26,0.000000,win,37.880000
24,2026-04-27 16:18:27,2087108,polymarket,btc,btc-updown-5m-1777307100,up,0.505000,75.000000,0.585209,0.505000,0.080209,True,2026-04-27 16:37:26,1.000000,win,37.120000
25,2026-04-27 16:38:27,2087172,polymarket,btc,btc-updown-5m-1777308000,down,0.495000,75.000000,0.421309,0.505000,0.083691,True,2026-04-27 16:51:26,0.000000,win,37.880000
26,2026-04-27 16:38:27,2087186,polymarket,btc,btc-updown-5m-1777308300,down,0.495000,75.000000,0.421309,0.505000,0.083691,True,2026-04-27 16:53:26,1.000000,loss,-37.120000
27,2026-04-27 16:40:27,2087590,polymarket,btc,btc-updown-5m-1777308900,down,0.495000,75.000000,0.416189,0.505000,0.088811,True,2026-04-27 17:07:26,0.000000,win,37.880000
28,2026-04-27 16:43:27,2087200,polymarket,btc,btc-updown-5m-1777308600,down,0.485000,75.000000,0.427736,0.515000,0.087264,True,2026-04-27 16:59:26,1.000000,loss,-36.380000
29,2026-04-27 17:02:27,2087623,polymarket,btc,btc-updown-5m-1777309800,up,0.485000,75.000000,0.595031,0.485000,0.110031,True,2026-04-27 17:23:26,1.000000,win,38.620000
30,2026-04-27 17:02:27,2087609,polymarket,btc,btc-updown-5m-1777309500,up,0.505000,75.000000,0.593831,0.505000,0.088831,True,2026-04-27 17:13:26,0.000000,loss,-37.880000
31,2026-04-27 17:03:27,2087640,polymarket,btc,btc-updown-5m-1777310100,up,0.505000,75.000000,0.594595,0.505000,0.089595,True,2026-04-27 17:23:26,0.000000,loss,-37.880000
32,2026-04-27 17:25:27,2087682,polymarket,btc,btc-updown-5m-1777311000,up,0.505000,75.000000,0.597589,0.505000,0.092589,True,2026-04-27 17:43:26,1.000000,win,37.120000
33,2026-04-27 17:25:27,2087720,polymarket,btc,btc-updown-5m-1777311300,up,0.505000,75.000000,0.597589,0.505000,0.092589,True,2026-04-27 17:47:26,0.000000,loss,-37.880000
34,2026-04-27 17:30:27,2087728,polymarket,btc,btc-updown-5m-1777311600,up,0.505000,75.000000,0.593650,0.505000,0.088650,True,2026-04-27 17:53:26,1.000000,win,37.120000
35,2026-04-27 17:33:28,2087778,polymarket,btc,btc-updown-5m-1777312200,up,0.495000,75.000000,0.575413,0.495000,0.080413,True,2026-04-27 18:03:26,0.000000,loss,-37.120000
36,2026-04-27 17:36:27,2087769,polymarket,btc,btc-updown-5m-1777311900,up,0.495000,75.000000,0.581134,0.495000,0.086134,True,2026-04-27 17:57:26,0.000000,loss,-37.120000
37,2026-04-27 17:53:27,2087826,polymarket,btc,btc-updown-5m-1777312800,down,0.495000,75.000000,0.415129,0.505000,0.089871,True,2026-04-27 18:11:26,1.000000,loss,-37.120000
38,2026-04-27 17:53:27,2087842,polymarket,btc,btc-updown-5m-1777313100,down,0.495000,75.000000,0.415129,0.505000,0.089871,True,2026-04-27 18:13:26,0.000000,win,37.880000
39,2026-04-27 18:00:27,2087853,polymarket,btc,btc-updown-5m-1777313400,down,0.495000,75.000000,0.414439,0.505000,0.090561,True,2026-04-27 18:17:26,1.000000,loss,-37.120000
40,2026-04-27 18:11:27,2087857,polymarket,btc,btc-updown-5m-1777313700,down,0.495000,75.000000,0.422152,0.505000,0.082848,True,2026-04-27 18:23:26,1.000000,loss,-37.120000
41,2026-04-27 18:11:27,2087885,polymarket,btc,btc-updown-5m-1777314000,down,0.495000,75.000000,0.422152,0.505000,0.082848,True,2026-04-27 18:29:26,1.000000,loss,-37.120000
42,2026-04-27 18:19:27,2087908,polymarket,btc,btc-updown-5m-1777314300,up,0.485000,75.000000,0.576452,0.485000,0.091452,True,2026-04-27 18:35:26,0.000000,loss,-36.380000
43,2026-04-27 18:28:27,2087917,polymarket,btc,btc-updown-5m-1777314600,down,0.495000,75.000000,0.402751,0.505000,0.102249,True,2026-04-27 18:39:26,1.000000,loss,-37.120000
44,2026-04-27 18:28:27,2087953,polymarket,btc,btc-updown-5m-1777314900,down,0.495000,75.000000,0.402751,0.505000,0.102249,True,2026-04-27 18:45:26,0.000000,win,37.880000
45,2026-04-27 19:06:27,2088330,polymarket,btc,btc-updown-5m-1777317000,down,0.495000,75.000000,0.406969,0.505000,0.098031,True,2026-04-27 19:21:26,1.000000,loss,-37.120000
46,2026-04-27 19:06:27,2088386,polymarket,btc,btc-updown-5m-1777317300,down,0.495000,75.000000,0.406969,0.505000,0.098031,True,2026-04-27 19:27:26,0.000000,win,37.880000
47,2026-04-27 19:27:27,2088446,polymarket,btc,btc-updown-5m-1777318200,down,0.495000,75.000000,0.418717,0.505000,0.086283,True,2026-04-27 19:39:26,0.000000,win,37.880000
48,2026-04-27 19:27:27,2088486,polymarket,btc,btc-updown-5m-1777318500,down,0.495000,75.000000,0.418717,0.505000,0.086283,True,2026-04-27 19:45:26,1.000000,loss,-37.120000
49,2026-04-27 19:30:27,2088510,polymarket,btc,btc-updown-5m-1777318800,down,0.495000,75.000000,0.415430,0.505000,0.089570,True,2026-04-27 19:51:26,1.000000,loss,-37.120000
50,2026-04-27 19:41:27,2088536,polymarket,btc,btc-updown-5m-1777319100,up,0.505000,75.000000,0.588582,0.505000,0.083582,True,2026-04-27 19:57:26,1.000000,win,37.120000
51,2026-04-27 19:41:27,2088551,polymarket,btc,btc-updown-5m-1777319400,up,0.505000,75.000000,0.588582,0.505000,0.083582,True,2026-04-27 20:01:26,1.000000,win,37.120000
52,2026-04-27 19:45:27,2088732,polymarket,btc,btc-updown-5m-1777319700,up,0.505000,75.000000,0.597347,0.505000,0.092347,True,2026-04-27 20:05:26,1.000000,win,37.120000
53,2026-04-27 19:52:27,2088755,polymarket,btc,btc-updown-5m-1777320000,up,0.505000,75.000000,0.590203,0.505000,0.085203,True,2026-04-27 20:11:26,1.000000,win,37.120000
54,2026-04-27 20:24:27,2088848,polymarket,btc,btc-updown-5m-1777321500,up,0.475000,75.000000,0.557591,0.475000,0.082591,True,2026-04-27 20:37:26,1.000000,win,39.380000
55,2026-04-27 20:32:27,2088895,polymarket,btc,btc-updown-5m-1777322100,up,0.465000,75.000000,0.556927,0.465000,0.091927,True,2026-04-27 20:43:26,0.000000,loss,-34.880000
56,2026-04-27 21:08:27,2089062,polymarket,btc,btc-updown-5m-1777324200,down,0.475000,75.000000,0.442284,0.525000,0.082716,True,2026-04-27 21:19:26,0.000000,win,39.380000
57,2026-04-27 21:12:27,2089101,polymarket,btc,btc-updown-5m-1777324500,down,0.495000,75.000000,0.421276,0.505000,0.083724,True,2026-04-27 21:23:26,0.000000,win,37.880000
58,2026-04-27 21:12:27,2089139,polymarket,btc,btc-updown-5m-1777324800,down,0.495000,75.000000,0.421276,0.505000,0.083724,True,2026-04-27 21:29:26,0.000000,win,37.880000
59,2026-04-27 21:29:27,2089435,polymarket,btc,btc-updown-5m-1777326000,up,0.460000,75.000000,0.569039,0.460000,0.109039,True,2026-04-27 21:49:26,0.000000,loss,-34.500000
60,2026-04-27 21:29:27,2089303,polymarket,btc,btc-updown-5m-1777325400,up,0.475000,75.000000,0.568139,0.475000,0.093139,True,2026-04-27 21:39:26,1.000000,win,39.380000
61,2026-04-27 21:47:27,2089465,polymarket,btc,btc-updown-5m-1777326600,down,0.495000,75.000000,0.421096,0.505000,0.083904,True,2026-04-27 22:03:26,0.000000,win,37.880000
62,2026-04-27 21:47:27,2089511,polymarket,btc,btc-updown-5m-1777326900,down,0.495000,75.000000,0.421096,0.505000,0.083904,True,2026-04-27 22:05:26,0.000000,win,37.880000
63,2026-04-27 21:55:27,2089530,polymarket,btc,btc-updown-5m-1777327200,down,0.495000,75.000000,0.424916,0.505000,0.080084,True,2026-04-27 22:13:26,1.000000,loss,-37.120000
64,2026-04-27 21:55:27,2089549,polymarket,btc,btc-updown-5m-1777327500,down,0.495000,75.000000,0.424916,0.505000,0.080084,True,2026-04-27 22:13:26,1.000000,loss,-37.120000
65,2026-04-27 22:05:27,2089645,polymarket,btc,btc-updown-5m-1777327800,down,0.495000,75.000000,0.423433,0.505000,0.081567,True,2026-04-27 22:19:26,0.000000,win,37.880000
66,2026-04-27 22:05:27,2089682,polymarket,btc,btc-updown-5m-1777328100,down,0.495000,75.000000,0.423433,0.505000,0.081567,True,2026-04-27 22:25:26,0.000000,win,37.880000
67,2026-04-27 22:30:27,2089840,polymarket,btc,btc-updown-5m-1777329300,up,0.505000,75.000000,0.590265,0.505000,0.085265,True,2026-04-27 22:45:26,1.000000,win,37.120000
